GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,GAME_STATUS_ID,GAME_STATUS_TEXT,GAMECODE,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,LIVE_PERIOD,LIVE_PC_TIME,NATL_TV_BROADCASTER_ABBREVIATION,LIVE_PERIOD_TIME_BCAST,WH_STATUS,file_name
2020-12-22T00:00:00,1,0022000001,3,Final,20201222/GSWBKN,1610612751,1610612744,2020,4,     ,TNT,Q4       - TNT,1,nba_DFs/player_bs_summ_2020-12-22.csv
2020-12-22T00:00:00,1,0022000001,3,Final,20201222/GSWBKN,1610612751,1610612744,2020,4,     ,TNTOT,Q4       - TNTOT,1,nba_DFs/player_bs_summ_2020-12-22.csv
2020-12-22T00:00:00,1,0022000001,3,Final,20201222/GSWBKN,1610612751,1610612744,2020,4,     ,TNT,Q4       - TNT,1,nba_DFs/player_bs_summ_2020-12-22.csv
2020-12-22T00:00:00,1,0022000001,3,Final,20201222/GSWBKN,1610612751,1610612744,2020,4,     ,TNTOT,Q4       - TNTOT,1,nba_DFs/player_bs_summ_2020-12-22.csv
2020-12-22T00:00:00,2,0022000002,3,Final,20201222/LACLAL,1610612747,1610612746,2020,4,     ,TNT,Q4       - TNT,1,nba_DFs/player_bs_summ_2020-12-22.csv
2020-12-22T00:00:00,2,0022000002,3,Final,20201222/LACLAL,1610612747,1610612746,2020,4,     ,TNTOT,Q4       - TNTOT,1,nba_DFs/player_bs_summ_2020-12-22.csv
2020-12-22T00:00:00,2,0022000002,3,Final,20201222/LACLAL,1610612747,1610612746,2020,4,     ,TNT,Q4       - TNT,1,nba_DFs/player_bs_summ_2020-12-22.csv
2020-12-22T00:00:00,2,0022000002,3,Final,20201222/LACLAL,1610612747,1610612746,2020,4,     ,TNTOT,Q4       - TNTOT,1,nba_DFs/player_bs_summ_2020-12-22.csv
